@relation data
@attribute Feature_0 numeric
@attribute Feature_1 numeric
@attribute Feature_2 numeric
@attribute Feature_3 numeric
@attribute class {0,1}
@data
9.0,14.0,2.00355,1.0,0
11.0,27.9803,5.57252,11.0,0
5.0,10.1596,2.48631,12.0,0
5.0,10.2546,3.40399,12.0,0
7.0,10.0256,12.1636,10.0,0
11.0,11.2172,397.011,2.0,0
12.0,11.3757,3.4865,1.0,0
12.0,10.3769,2.64815,1.0,0
11.0,11.2487,2.20423,3.0,0
11.0,10.9954,9.0624,3.0,0
11.0,11.7596,39.4034,3.0,0
11.0,10.9381,1589.0,1.0,0
12.0,15.7385,4.17424,1.0,0
12.0,10.3534,3.15743,2.0,0
12.0,10.2737,2.28468,1.0,0
12.0,12.1099,8.04386,1.0,0
12.0,10.5228,2.42574,1.0,0
12.0,12.0086,73.7761,2.0,0
12.0,10.6832,1250.7,1.0,0
12.0,17.7794,7.80208,2.0,0
5.0,10.1873,2.32495,2.0,0
11.0,17.8229,3.44522,4.0,0
10.0,21.2496,23.7905,4.0,0
12.0,11.217,223.408,4.0,0
12.0,0.0,223.408,1.0,0
12.0,11.5211,2.7902,2.0,0
12.0,10.9638,4.76877,1.0,0
12.0,0.0,4.76877,1.0,0
12.0,10.9335,11.4456,2.0,0
12.0,30.7136,7.61041,1.0,0
10.0,15.5858,7.87435,1.0,0
11.0,12.4967,22.2503,2.0,0
11.0,10.075,8.06818,1.0,0
12.0,10.0029,730.781,2.0,0
12.0,13.7723,5.35308,1.0,0
12.0,10.3366,21.5109,2.0,0
12.0,10.1379,963.691,1.0,0
12.0,10.8221,464.908,1.0,0
12.0,13.4201,6.30938,1.0,0
7.0,11.1676,177.979,1.0,0
12.0,10.2162,5.50651,1.0,0
12.0,10.9901,9.65436,1.0,0
12.0,10.2947,5.68288,3.0,0
12.0,11.7297,2.52672,5.0,0
8.0,10.0063,3.03469,2.0,0
11.0,12.2197,37.0057,5.0,0
12.0,14.6735,73.1175,5.0,0
12.0,11.315,279.899,2.0,0
10.0,14.569,207.353,2.0,0
12.0,10.0602,9.52435,1.0,0
12.0,15.9768,254.319,1.0,0
9.0,19.7896,4.89763,1.0,0
5.0,10.8178,2.22433,5.0,0
5.0,13.3547,3.32164,5.0,0
11.0,10.233,66.3606,5.0,0
12.0,11.462,14.1141,4.0,0
12.0,10.3377,26.6718,4.0,0
9.0,0.0,584.436,8.0,0
2.0,12.2671,685.581,8.0,0
2.0,10.5103,702.817,8.0,0
2.0,10.8264,704.065,8.0,0
3.0,13.1673,706.566,7.0,0
2.0,10.4258,707.821,8.0,0
3.0,10.0873,710.336,7.0,0
11.0,42.5858,13.4863,2.0,0
9.0,0.0,68.1739,1.0,0
12.0,10.2183,327.204,3.0,0
12.0,10.1869,572.128,2.0,0
4.0,11.529,5.50651,6.0,0
5.0,13.3009,5.13532,6.0,0
10.0,11.2161,16.5979,6.0,0
12.0,12.5442,184.089,3.0,0
11.0,18.2123,4.19529,12.0,0
8.0,13.7936,4.96227,4.0,0
8.0,10.041,16.9904,3.0,0
11.0,0.0,25.565,8.0,0
11.0,10.3813,39.9146,3.0,0
10.0,15.8407,2.16404,1.0,0
12.0,14.8119,2.7902,2.0,0
12.0,11.6912,4.15321,8.0,0
12.0,17.3197,103.065,9.0,0
12.0,10.6928,68.5423,5.0,0
12.0,0.0,86.0571,8.0,0
12.0,11.287,293.116,9.0,0
8.0,12.5614,4.30073,2.0,0
9.0,11.2203,12.5463,2.0,0
12.0,14.5897,3.7559,4.0,0
12.0,12.4368,3.30108,7.0,0
12.0,12.8097,3.65206,1.0,0
12.0,10.1225,12.1344,4.0,0
12.0,10.7307,277.427,4.0,0
12.0,10.3534,4.81166,3.0,0
10.0,10.29,18.6652,4.0,0
4.0,10.3188,2.06369,2.0,0
5.0,13.8628,3.03469,8.0,0
12.0,10.0126,19.4074,5.0,0
12.0,0.0,85.7499,5.0,0
12.0,0.0,187.056,5.0,0
12.0,11.8381,296.254,4.0,0
12.0,15.6378,364.604,5.0,0
12.0,0.0,336.626,5.0,0
12.0,10.7079,2.97344,3.0,0
11.0,10.797,6.55965,9.0,0
8.0,10.8504,16.7755,9.0,0
8.0,10.2086,21.5539,9.0,0
12.0,10.3696,45.5438,6.0,0
12.0,0.0,51.0757,15.0,0
12.0,13.2127,123.167,9.0,0
12.0,10.3284,169.944,6.0,0
7.0,13.41,3.96445,5.0,0
3.0,10.8292,2.36524,21.0,0
3.0,10.2906,2.06369,21.0,0
4.0,10.3211,3.25999,21.0,0
3.0,10.3165,3.03469,21.0,0
3.0,10.1882,3.92265,20.0,0
5.0,10.1949,4.96227,21.0,0
12.0,14.5512,76.0589,21.0,0
12.0,12.149,96.3083,5.0,0
11.0,21.5214,3.01426,5.0,0
9.0,11.7539,3.30108,2.0,0
12.0,15.0472,87.7661,5.0,0
12.0,10.4023,12.3394,2.0,0
10.0,28.9562,2.24444,3.0,0
4.0,12.9534,2.16404,4.0,0
4.0,10.3176,3.15743,3.0,0
10.0,10.0037,19.8471,3.0,0
11.0,12.5774,67.3218,4.0,0
12.0,12.5789,212.95,4.0,0
7.0,0.0,26.5185,8.0,0
12.0,13.0326,651.212,8.0,0
12.0,25.1729,174.845,1.0,0
9.0,0.0,158.563,2.0,0
9.0,138.875,689.239,8.0,1
12.0,10.0828,379.115,1.0,0
10.0,14.8471,3.07556,1.0,0
12.0,10.2861,19.6063,1.0,0
12.0,0.0,19.6063,1.0,0
12.0,21.9744,1014.55,7.0,0
12.0,16.2745,1255.14,1.0,0
11.0,15.5394,627.404,9.0,0
4.0,10.3063,5.33123,31.0,0
3.0,10.0693,3.03469,48.0,0
3.0,10.1227,2.10381,48.0,0
3.0,10.2266,2.5874,44.0,0
3.0,10.393,3.4865,48.0,0
2.0,10.4512,4.87612,42.0,0
3.0,10.1441,4.59778,31.0,0
4.0,10.0336,6.83551,42.0,0
4.0,12.9536,8.23911,48.0,0
3.0,10.2885,7.53893,42.0,0
4.0,10.2527,8.06818,48.0,0
2.0,10.0014,8.68451,42.0,0
2.0,10.103,9.08782,44.0,0
4.0,10.0199,9.89031,48.0,0
3.0,11.5658,11.8161,45.0,0
4.0,10.1025,12.2514,47.0,0
3.0,10.3829,12.5167,45.0,0
7.0,10.0286,13.2399,48.0,0
2.0,10.0308,13.2706,42.0,0
2.0,10.0054,13.8295,42.0,0
2.0,10.1448,14.0188,42.0,0
2.0,10.4436,14.6943,42.0,0
3.0,10.1137,16.3164,42.0,0
2.0,10.68,15.6609,42.0,0
2.0,10.0578,17.9068,41.0,0
4.0,10.3647,26.929,48.0,0
7.0,10.0045,27.8724,48.0,0
5.0,10.087,33.9743,48.0,0
2.0,10.1207,32.5446,47.0,0
6.0,10.0909,50.248,47.0,0
6.0,10.0238,59.5647,38.0,0
5.0,10.1634,72.5947,48.0,0
4.0,10.1958,78.2706,48.0,0
4.0,10.266,81.5608,48.0,0
4.0,10.0167,76.7434,48.0,0
4.0,10.1172,89.6685,48.0,0
4.0,10.2001,82.8849,48.0,0
6.0,10.0057,100.882,48.0,0
5.0,10.003,101.423,48.0,0
5.0,10.0437,113.681,48.0,0
5.0,10.0461,115.725,48.0,0
10.0,10.9267,767.986,37.0,0
4.0,12.5452,812.83,14.0,0
4.0,12.2356,814.273,14.0,0
2.0,11.9806,843.673,15.0,0
2.0,10.0367,846.67,15.0,0
2.0,11.4104,848.173,15.0,0
2.0,10.3772,849.679,16.0,0
3.0,13.6886,849.679,16.0,0
4.0,17.6534,851.187,16.0,0
3.0,10.9181,854.211,17.0,0
4.0,10.053,858.768,17.0,0
5.0,13.9632,861.819,17.0,0
12.0,14.3487,1727.11,14.0,0
6.0,10.5735,4.47014,4.0,0
12.0,11.3093,30.9352,2.0,0
12.0,18.6432,12.4574,3.0,0
6.0,0.0,16.9186,4.0,0
6.0,0.0,33.9109,4.0,0
7.0,0.0,64.4781,4.0,0
12.0,11.2775,1724.05,2.0,0
12.0,36.5938,6.06149,10.0,0
8.0,22.8724,2.12388,7.0,0
5.0,10.0537,3.88089,7.0,0
8.0,10.5493,4.30073,13.0,0
5.0,10.965,5.11363,19.0,0
4.0,10.1187,5.17874,18.0,0
3.0,10.084,5.22223,10.0,0
5.0,12.7127,5.35308,10.0,0
4.0,11.0878,5.44065,9.0,0
3.0,11.2513,5.35308,10.0,0
3.0,11.1919,5.46259,13.0,0
6.0,11.528,5.48454,13.0,0
4.0,10.5985,5.81591,13.0,0
12.0,14.915,5.79369,13.0,0
6.0,11.0,9.55029,7.0,0
5.0,10.1121,9.57626,13.0,0
5.0,10.268,9.65436,10.0,0
12.0,24.4509,19.1707,7.0,0
8.0,13.3235,12.4279,19.0,0
6.0,11.0709,13.1178,5.0,0
12.0,12.2076,14.8253,13.0,0
8.0,11.1728,18.7423,13.0,0
8.0,13.796,33.4082,6.0,0
12.0,20.4097,54.8153,6.0,0
12.0,13.8819,88.2379,19.0,0
12.0,20.6498,180.527,6.0,0
12.0,13.022,257.499,9.0,0
12.0,10.6587,479.141,9.0,0
6.0,10.7469,4.51263,7.0,0
10.0,11.9859,4.6191,7.0,0
10.0,0.0,4.6191,1.0,0
5.0,10.5527,5.3094,6.0,0
7.0,11.3336,4.00631,1.0,0
10.0,20.3612,3.65206,5.0,0
6.0,10.0065,6.37739,5.0,0
6.0,10.0361,4.5339,11.0,0
10.0,11.1765,54.7162,11.0,0
12.0,11.2724,413.545,3.0,0
9.0,17.2427,5.50651,2.0,0
6.0,0.0,22.6499,6.0,0
12.0,10.2078,721.765,7.0,0
12.0,10.3733,1058.66,5.0,0
8.0,16.5203,18.9751,5.0,0
7.0,0.0,4.38533,2.0,0
12.0,0.0,35.4605,2.0,0
12.0,13.0476,45.8774,2.0,0
12.0,12.5607,103.802,3.0,0
12.0,12.1464,223.012,2.0,0
7.0,13.6466,9.99597,4.0,0
8.0,0.0,8.91049,2.0,0
11.0,13.5962,86.9852,4.0,0
7.0,17.2867,9.21534,1.0,0
4.0,11.0718,4.00631,5.0,0
8.0,0.0,42.0215,1.0,0
12.0,12.5209,29.9019,3.0,0
7.0,10.0599,6.99785,1.0,0
7.0,28.3955,7.73002,1.0,0
10.0,12.1822,9.6283,2.0,0
12.0,10.5368,217.151,4.0,0
12.0,17.5876,14.2098,4.0,0
12.0,14.6292,24.8328,1.0,0
12.0,10.6082,45.0476,4.0,0
12.0,11.1981,369.815,2.0,0
12.0,10.0651,4.11117,3.0,0
11.0,0.0,6.58253,1.0,0
11.0,13.1687,7.27865,6.0,0
11.0,10.793,19.3678,6.0,0
12.0,10.9877,32.9739,6.0,0
12.0,10.7749,484.267,1.0,0
12.0,10.0226,4.23743,6.0,0
12.0,10.028,4.68316,3.0,0
12.0,10.3758,14.2738,1.0,0
8.0,35.4908,4.42771,2.0,0
8.0,12.1244,4.27962,2.0,0
8.0,13.0088,5.79369,1.0,0
9.0,0.0,5.09196,2.0,0
10.0,11.0715,5.09196,1.0,0
9.0,10.1291,109.311,2.0,0
10.0,10.2718,166.062,2.0,0
12.0,10.7202,178.612,1.0,0
11.0,16.609,1997.43,2.0,0
12.0,11.0221,121.425,2.0,0
12.0,10.1203,1293.56,1.0,0
12.0,11.241,5.59455,2.0,0
10.0,10.3032,11.2206,4.0,0
12.0,12.2508,14.146,2.0,0
12.0,0.0,13.5483,2.0,0
10.0,10.025,20.2943,4.0,0
11.0,10.712,64.131,4.0,0
12.0,14.6415,126.051,4.0,0
12.0,0.0,124.49,2.0,0
12.0,19.6807,825.908,6.0,0
7.0,0.0,5.88266,14.0,0
11.0,10.2527,6.99785,16.0,0
11.0,14.019,24.9778,13.0,0
11.0,11.4229,23.1007,15.0,0
12.0,10.8191,96.6528,14.0,0
10.0,10.2,135.593,7.0,0
10.0,10.6049,168.141,6.0,0
11.0,10.1507,416.49,2.0,0
12.0,10.4915,626.292,2.0,0
11.0,18.2584,23.4205,5.0,0
10.0,13.4989,14.1141,9.0,0
8.0,10.0608,44.394,9.0,0
11.0,12.9516,8.11689,5.0,0
9.0,10.1534,7.39661,6.0,0
11.0,10.7775,13.1788,7.0,0
7.0,10.9078,15.8659,8.0,0
9.0,12.1327,23.0553,2.0,0
10.0,13.0943,29.7889,2.0,0
9.0,10.8427,38.9701,7.0,0
8.0,12.9283,118.225,4.0,0
8.0,0.0,118.225,7.0,0
12.0,21.9427,241.559,7.0,0
12.0,0.0,192.449,7.0,0
12.0,10.9935,266.33,3.0,0
12.0,10.8765,751.814,2.0,0
12.0,10.2642,869.495,1.0,0
12.0,17.9292,42.2533,7.0,0
9.0,10.1438,5.3094,2.0,0
10.0,15.478,15.4913,2.0,0
11.0,16.9252,42.8772,1.0,0
9.0,16.6862,86.2111,7.0,0
12.0,11.2222,265.858,7.0,0
12.0,10.799,1403.5,2.0,0
9.0,17.2995,3.96445,9.0,0
6.0,14.4626,6.69721,10.0,0
8.0,13.6033,4.13218,2.0,0
5.0,11.2354,3.52783,9.0,0
6.0,13.1818,3.94354,9.0,0
5.0,10.0115,4.02726,9.0,0
6.0,12.9614,7.68211,9.0,0
9.0,14.6598,27.2925,4.0,0
12.0,12.9971,65.1779,9.0,0
12.0,0.0,31.94,3.0,0
10.0,12.6021,67.8074,5.0,0
12.0,10.5778,129.693,9.0,0
12.0,11.1706,499.978,10.0,0
6.0,12.1415,4.13218,1.0,0
8.0,10.0028,2.54694,2.0,0
8.0,10.006,5.33123,12.0,0
12.0,11.9005,6.3547,12.0,0
8.0,10.0421,6.95136,10.0,0
8.0,10.0399,7.56274,2.0,0
11.0,10.1747,43.99,12.0,0
11.0,10.3189,2.50651,2.0,0
11.0,10.0195,3.79751,1.0,0
12.0,19.3443,91.7754,1.0,0
8.0,0.0,4.91916,2.0,0
8.0,0.0,61.8627,2.0,0
9.0,125.647,842.178,15.0,1
8.0,21.7525,3.03469,2.0,0
12.0,14.6982,8.436,4.0,0
12.0,116.97,85.9034,14.0,0
10.0,10.0172,72.9865,5.0,0
12.0,10.0263,77.5728,3.0,0
6.0,10.009,270.619,5.0,0
6.0,10.2793,283.398,5.0,0
6.0,10.0093,318.046,5.0,0
5.0,12.6392,325.467,15.0,0
5.0,10.4072,325.467,14.0,0
6.0,10.0043,328.367,14.0,0
5.0,10.0095,336.029,14.0,0
12.0,22.9704,468.219,2.0,0
12.0,12.6141,1179.61,6.0,0
12.0,0.0,1179.61,2.0,0
12.0,17.9134,1235.27,13.0,0
10.0,18.7348,5.13532,15.0,0
4.0,10.1905,19.6863,15.0,0
5.0,10.161,28.2469,15.0,0
6.0,11.4872,30.3,10.0,0
8.0,12.7452,103.988,15.0,0
12.0,13.057,56.0178,4.0,0
6.0,10.8034,57.2457,4.0,0
6.0,0.0,57.2457,15.0,0
6.0,10.7255,67.0802,4.0,0
5.0,10.0551,64.2465,4.0,0
6.0,10.007,72.8557,14.0,0
6.0,0.0,101.423,15.0,0
12.0,10.5615,1094.94,15.0,0
12.0,13.2616,3.46586,3.0,0
7.0,10.5005,3.71433,3.0,0
5.0,10.3666,5.66077,18.0,0
3.0,10.2779,5.79369,18.0,0
4.0,10.1999,5.74931,17.0,0
6.0,10.0502,7.04443,18.0,0
3.0,10.0714,7.18469,18.0,0
8.0,10.5598,11.6443,17.0,0
7.0,10.5782,42.2533,17.0,0
12.0,14.8176,145.851,16.0,0
12.0,11.9065,120.994,16.0,0
6.0,0.0,132.964,5.0,0
12.0,10.3973,204.428,3.0,0
12.0,12.1648,2.32495,3.0,0
12.0,10.0489,144.046,1.0,0
12.0,11.2637,59.2432,5.0,0
4.0,10.0351,5.88266,14.0,0
11.0,10.0052,6.95136,14.0,0
5.0,11.3436,9.94308,13.0,0
6.0,10.3977,14.8581,13.0,0
6.0,10.2107,19.0923,13.0,0
5.0,10.8532,21.4252,13.0,0
4.0,10.0673,24.5926,13.0,0
6.0,10.0073,28.9539,15.0,0
6.0,10.1239,56.0178,13.0,0
7.0,0.0,101.423,6.0,0
8.0,11.1121,209.947,10.0,0
7.0,0.0,215.231,6.0,0
12.0,10.3283,912.142,6.0,0
5.0,13.11,677.123,10.0,0
2.0,12.1516,691.688,10.0,0
2.0,12.4309,692.916,10.0,0
2.0,11.5232,709.077,10.0,0
3.0,14.9341,709.077,10.0,0
2.0,10.0602,710.336,10.0,0
3.0,11.0812,714.125,10.0,0
3.0,10.3199,715.393,10.0,0
3.0,10.4891,716.663,10.0,0
5.0,10.1479,5.70501,7.0,0
3.0,10.2133,6.03907,8.0,0
7.0,10.0087,6.15136,8.0,0
12.0,0.0,13.3628,6.0,0
12.0,0.0,63.2142,6.0,0
12.0,10.5266,371.789,7.0,0
12.0,12.4619,861.819,6.0,0
12.0,10.625,2.3854,1.0,0
12.0,10.0242,1464.52,4.0,0
12.0,10.9818,174.845,2.0,0
12.0,11.572,250.289,3.0,0
12.0,12.8242,602.325,3.0,0
12.0,0.0,617.469,4.0,0
12.0,11.5015,626.292,4.0,0
12.0,14.9973,869.495,5.0,0
12.0,12.1362,923.535,2.0,0
12.0,12.6012,1100.78,2.0,0
12.0,10.6868,1302.77,5.0,0
12.0,10.4602,88.5539,4.0,0
12.0,10.3595,1217.87,3.0,0
12.0,13.5033,136.804,2.0,0
9.0,10.5365,439.254,2.0,0
12.0,14.9925,1887.24,4.0,0
12.0,22.9525,3.11648,14.0,0
12.0,38.4079,2.22433,21.0,0
3.0,10.1723,2.04364,30.0,0
5.0,11.0968,5.68288,33.0,0
3.0,10.6239,7.85024,30.0,0
3.0,10.0576,5.79369,34.0,0
3.0,10.9882,5.83814,20.0,0
3.0,11.2605,5.90495,31.0,0
4.0,10.0119,7.46767,21.0,0
3.0,10.582,7.53893,21.0,0
3.0,10.8686,7.56274,20.0,0
5.0,12.4375,7.75402,30.0,0
4.0,10.2459,7.58656,29.0,0
3.0,10.1419,7.94685,31.0,0
5.0,10.8702,8.1657,34.0,0
4.0,10.1264,7.70605,30.0,0
4.0,10.9113,8.06818,33.0,0
5.0,11.9031,7.73002,35.0,0
3.0,10.1544,7.82614,31.0,0
3.0,10.133,7.92266,28.0,0
5.0,11.1252,14.0506,21.0,0
5.0,10.9375,13.332,31.0,0
4.0,11.0513,14.0823,21.0,0
6.0,10.1827,17.426,30.0,0
3.0,11.6849,17.28,19.0,0
6.0,10.1529,27.7662,22.0,0
4.0,10.6709,23.5126,20.0,0
5.0,10.0694,32.0601,30.0,0
4.0,11.28,48.5426,22.0,0
12.0,22.7549,86.8298,29.0,0
5.0,10.1274,57.5567,30.0,0
6.0,11.4859,71.176,30.0,0
6.0,10.473,70.7938,26.0,0
6.0,10.5826,79.4,30.0,0
6.0,10.3831,107.379,29.0,0
6.0,10.4107,119.921,26.0,0
10.0,17.4093,498.208,7.0,0
11.0,10.7914,294.159,21.0,0
12.0,10.4712,2.5874,14.0,0
12.0,10.4646,2.70898,6.0,0
12.0,10.1463,209.202,2.0,0
12.0,12.1777,938.394,6.0,0
12.0,10.1388,4.15321,3.0,0
12.0,12.6264,5.83814,3.0,0
12.0,10.5662,11.2766,5.0,0
12.0,10.2168,33.9743,5.0,0
12.0,12.607,114.698,5.0,0
12.0,0.0,129.924,2.0,0
12.0,18.3585,158.0,5.0,0
11.0,0.0,239.85,2.0,0
12.0,10.8439,269.66,2.0,0
12.0,11.5936,888.197,4.0,0
12.0,26.6108,127.859,4.0,0
11.0,10.8135,558.097,3.0,0
12.0,16.2877,627.404,4.0,0
12.0,11.6702,303.706,6.0,0
12.0,10.5695,559.088,1.0,0
12.0,15.5836,1378.83,7.0,0
12.0,30.7968,3.17792,13.0,0
3.0,10.4258,3.7767,13.0,0
3.0,10.1118,2.04364,13.0,0
3.0,10.5882,2.12388,13.0,0
4.0,10.0739,3.86003,13.0,0
2.0,10.0039,3.5485,13.0,0
4.0,10.168,3.56919,13.0,0
4.0,10.0311,3.83918,13.0,0
12.0,0.0,6.5368,7.0,0
4.0,12.1761,9.78513,13.0,0
12.0,23.1392,228.219,5.0,0
12.0,13.3496,202.621,7.0,0
12.0,26.0856,358.192,12.0,0
12.0,15.2071,494.685,2.0,0
12.0,14.8455,645.462,2.0,0
12.0,10.717,1134.47,4.0,0
12.0,0.0,1134.47,7.0,0
12.0,10.1196,1877.23,4.0,0
9.0,10.2013,164.301,2.0,0
8.0,10.4625,205.52,2.0,0
8.0,10.2476,152.481,1.0,0
11.0,10.898,409.893,1.0,0
9.0,11.2534,739.91,2.0,0
9.0,0.0,747.825,2.0,0
12.0,40.9591,4.36416,4.0,0
12.0,24.3361,6.15136,3.0,0
4.0,10.1296,4.32186,6.0,0
7.0,10.6323,30.645,6.0,0
8.0,12.7513,41.9445,6.0,0
5.0,10.307,8.1657,2.0,0
12.0,13.3405,1413.49,5.0,0
10.0,12.0952,164.301,1.0,0
8.0,0.0,145.851,1.0,0
12.0,37.1492,2.89191,2.0,0
4.0,0.0,12.9055,5.0,0
11.0,10.1465,236.048,1.0,0
12.0,16.8179,383.853,1.0,0
12.0,0.0,907.302,5.0,0
12.0,12.8613,78.1306,2.0,0
11.0,14.5274,176.719,2.0,0
12.0,0.0,221.433,5.0,0
12.0,12.4246,226.202,1.0,0
12.0,13.3204,109.701,1.0,0
12.0,11.0656,3.50716,3.0,0
12.0,10.1852,1087.2,2.0,0
12.0,18.1137,6.5368,2.0,0
6.0,10.9201,3.7767,4.0,0
12.0,12.3692,3.86003,1.0,0
4.0,11.3227,3.36279,3.0,0
12.0,15.8158,3.11648,3.0,0
12.0,0.0,2.24444,8.0,0
12.0,10.4178,3.56919,3.0,0
12.0,11.6761,3.30108,5.0,0
12.0,15.6994,20.7493,5.0,0
12.0,0.0,18.8973,8.0,0
12.0,12.338,105.482,6.0,0
12.0,16.1094,111.475,2.0,0
12.0,0.0,111.475,8.0,0
12.0,10.005,150.06,2.0,0
12.0,12.1761,171.765,5.0,0
12.0,13.5494,219.087,5.0,0
12.0,0.0,219.087,8.0,0
12.0,16.9588,458.358,2.0,0
12.0,10.8821,433.834,7.0,0
12.0,0.0,650.058,8.0,0
12.0,11.6849,655.848,5.0,0
10.0,11.3826,201.902,3.0,0
11.0,10.126,938.394,4.0,0
12.0,15.1409,92.7642,3.0,0
12.0,0.0,134.392,4.0,0
10.0,10.235,639.764,3.0,0
12.0,0.0,2.70898,6.0,0
12.0,50.0452,2.32495,23.0,0
2.0,10.415,3.01426,22.0,0
4.0,10.3351,2.08375,22.0,0
4.0,10.1404,2.14396,22.0,0
2.0,10.3747,2.06369,23.0,0
2.0,10.0654,2.10381,23.0,0
2.0,10.1864,2.16404,23.0,0
3.0,12.6801,2.26455,23.0,0
2.0,10.1308,2.81052,23.0,0
2.0,10.1512,2.91228,23.0,0
2.0,10.3525,3.34221,22.0,0
2.0,10.0279,3.44522,23.0,0
2.0,10.32,3.6106,23.0,0
3.0,10.0117,3.81834,23.0,0
4.0,10.0394,8.83492,22.0,0
5.0,10.0685,8.65954,22.0,0
4.0,10.2432,9.08782,23.0,0
9.0,0.0,43.0346,2.0,0
12.0,16.4895,254.319,21.0,0
12.0,10.2823,710.336,4.0,0
10.0,10.1276,830.314,3.0,0
12.0,37.3691,1190.11,3.0,0
12.0,12.4292,1626.06,3.0,0
12.0,0.0,1733.25,25.0,0
12.0,11.6176,1997.43,2.0,0
5.0,14.2422,5.77149,54.0,0
3.0,10.3695,2.26455,54.0,0
3.0,10.0037,2.89191,54.0,0
5.0,10.1628,3.01426,54.0,0
3.0,10.1647,3.65206,54.0,0
3.0,10.0436,3.05512,54.0,0
5.0,11.6383,3.63133,54.0,0
3.0,10.3397,3.6728,52.0,0
7.0,10.0328,4.343,41.0,0
5.0,13.1045,4.36416,54.0,0
4.0,10.1218,5.11363,54.0,0
4.0,10.0438,5.244,53.0,0
3.0,10.0638,5.74931,54.0,0
3.0,10.9606,5.79369,54.0,0
3.0,10.1187,7.37298,54.0,0
6.0,10.2242,12.487,51.0,0
4.0,11.6648,7.87435,54.0,0
5.0,13.5313,8.55992,52.0,0
3.0,10.3775,8.65954,54.0,0
3.0,10.1095,9.03701,54.0,0
4.0,12.4337,9.26654,54.0,0
6.0,13.8616,9.31787,54.0,0
3.0,10.0782,9.44669,54.0,0
3.0,10.5776,9.91668,50.0,0
6.0,10.099,12.3984,51.0,0
3.0,10.6176,12.4574,52.0,0
4.0,12.6844,12.7552,54.0,0
3.0,10.3834,13.332,50.0,0
3.0,10.6772,13.5794,53.0,0
4.0,12.6361,13.798,54.0,0
6.0,10.0427,18.1697,54.0,0
7.0,10.0122,21.3398,54.0,0
6.0,10.2345,33.1594,51.0,0
7.0,12.1719,37.9061,52.0,0
11.0,20.8076,469.883,6.0,0
10.0,12.6069,592.787,3.0,0
11.0,12.4503,617.469,4.0,0
10.0,12.2378,742.539,3.0,0
8.0,35.8268,7.09109,2.0,0
12.0,35.3029,4.343,13.0,0
3.0,10.0564,3.88089,13.0,0
2.0,10.1468,4.51263,13.0,0
3.0,10.3834,5.22223,13.0,0
3.0,10.3134,14.467,13.0,0
3.0,10.0535,17.795,13.0,0
4.0,10.3059,39.9146,14.0,0
6.0,10.0165,34.4205,14.0,0
5.0,10.0645,35.8578,14.0,0
12.0,12.2558,645.462,3.0,0
12.0,14.6096,721.765,6.0,0
12.0,13.1229,781.727,6.0,0
12.0,10.7177,1209.26,6.0,0
12.0,27.8553,148.732,19.0,0
4.0,10.0764,3.11648,23.0,0
12.0,33.9101,3.38338,26.0,0
6.0,15.8554,9.81138,26.0,0
3.0,10.265,2.28468,25.0,0
2.0,10.3791,2.02359,26.0,0
2.0,10.5157,2.04364,26.0,0
2.0,10.5546,2.30481,26.0,0
2.0,10.3504,2.44592,26.0,0
2.0,10.1781,3.05512,25.0,0
2.0,10.1105,3.09602,25.0,0
2.0,10.0924,3.11648,26.0,0
7.0,17.8572,3.90176,23.0,0
2.0,10.0215,3.50716,26.0,0
2.0,10.573,3.63133,25.0,0
5.0,10.0732,7.23163,24.0,0
5.0,10.1134,9.60226,26.0,0
6.0,10.0017,9.6283,26.0,0
4.0,11.9075,11.0534,10.0,0
5.0,10.0894,13.9872,24.0,0
7.0,10.0504,35.5264,26.0,0
5.0,10.1957,30.645,11.0,0
6.0,10.0553,42.3308,26.0,0
12.0,18.153,225.801,2.0,0
12.0,12.6742,287.45,26.0,0
12.0,11.3735,834.743,1.0,0
12.0,23.1162,3.32164,4.0,0
12.0,28.3163,2.48631,28.0,0
3.0,12.3868,2.24444,28.0,0
3.0,10.0041,2.56717,28.0,0
3.0,11.7571,2.8512,9.0,0
2.0,10.2175,2.7902,28.0,0
3.0,10.5379,2.81052,28.0,0
2.0,10.4689,2.89191,28.0,0
2.0,10.708,3.03469,28.0,0
4.0,14.7553,3.07556,28.0,0
2.0,10.6455,3.09602,28.0,0
2.0,10.5122,3.13695,28.0,0
3.0,11.9699,3.44522,28.0,0
2.0,10.5013,3.25999,28.0,0
2.0,10.1743,3.28053,28.0,0
2.0,10.7388,3.32164,28.0,0
2.0,10.0556,3.40399,28.0,0
2.0,10.4522,3.44522,28.0,0
2.0,10.1607,3.4865,28.0,0
5.0,10.1531,7.68211,8.0,0
6.0,10.5891,9.03701,28.0,0
6.0,10.8524,9.86397,28.0,0
7.0,12.9482,11.4173,1.0,0
12.0,0.0,18.6652,14.0,0
12.0,0.0,36.7326,14.0,0
12.0,17.0715,218.698,4.0,0
12.0,20.6553,263.509,1.0,0
8.0,0.0,403.401,14.0,0
12.0,0.0,421.693,14.0,0
12.0,13.6465,480.844,28.0,0
12.0,16.7965,3.25999,7.0,0
3.0,10.2104,3.30108,7.0,0
3.0,10.3952,3.30108,7.0,0
6.0,10.014,3.44522,7.0,0
7.0,10.799,6.37739,7.0,0
11.0,16.536,54.42,7.0,0
12.0,11.188,61.8627,11.0,0
10.0,20.6237,231.073,2.0,0
7.0,0.0,191.766,11.0,0
